,BBCA,BBRI,BMRI,BYAN,TPIA,TLKM,BBNI,ASII,ICBP,BRIS,AMRT,UNVR,HMSP,DSSA,SMMA,UNTR,ISAT,BRPT
2022-10-06,8425,4510,9325,67300,2450,4430,8900,6600,8825,1490,2390,4900,900,38000,12300,32850,7075,810
2022-10-07,8200,4440,9425,67700,2480,4350,8775,6475,8900,1460,2330,4840,895,38850,12300,33000,6825,805
2022-10-10,8300,4370,9300,68275,2460,4420,8750,6500,8950,1445,2390,4800,895,38850,12300,32300,6850,790
2022-10-11,8250,4430,9300,68775,2460,4310,8700,6525,9000,1415,2340,4730,905,38850,12300,32200,6850,825
2022-10-12,8325,4400,9425,70950,2450,4340,8650,6350,8950,1375,2390,4790,900,38850,12300,32350,6875,810
2022-10-13,8275,4350,9475,72925,2450,4300,8750,6350,8850,1345,2490,4840,920,38850,12300,32200,6600,795
2022-10-14,8250,4270,9400,72325,2430,4290,8425,6350,8700,1310,2510,4810,940,38850,12300,33750,6275,795
2022-10-17,8250,4300,9450,72600,2460,4330,8575,6425,8825,1295,2500,4830,915,38850,12300,32900,6300,790
2022-10-18,8300,4290,9500,72575,2440,4250,8675,6350,8950,1315,2700,4900,915,38850,12300,32000,6325,795
2022-10-19,8275,4300,9475,71875,2460,4200,8775,6525,9125,1300,2590,5350,915,38850,12300,31800,6325,795
2022-10-20,8500,4390,9900,71200,2420,4350,9000,6425,9500,1300,2630,5400,970,38850,12050,31825,6425,810
2022-10-21,8650,4430,10350,71000,2470,4360,9000,6575,9425,1345,2630,5300,980,38850,12300,32000,6500,820
2022-10-24,8900,4500,10250,70175,2460,4410,9350,6650,9425,1395,2630,5325,985,38500,12300,32375,6550,805
2022-10-25,8700,4590,10225,70500,2400,4390,9425,6700,9525,1395,2700,5275,965,40000,12300,32000,6650,815
2022-10-26,8550,4530,10200,70950,2390,4370,9225,6575,9800,1375,2660,5400,1005,39000,12300,33200,6425,805
2022-10-27,8700,4600,10200,70775,2420,4370,9350,6650,9825,1380,2720,5350,1055,39000,12300,32750,6375,845
2022-10-28,8750,4630,10200,72100,2410,4450,9325,6550,9800,1395,2760,4980,995,39000,12300,32250,6350,835
2022-10-31,8800,4650,10550,73500,2440,4390,9400,6650,9725,1400,2820,4640,1005,39000,12300,32300,6775,825
2022-11-01,8800,4660,10400,73000,2410,4420,9400,6575,9500,1405,2760,4530,985,39000,12300,31450,6925,800
2022-11-02,8750,4610,10075,72625,2310,4220,9250,6425,9600,1425,2650,4500,980,39000,12400,30700,6925,830
2022-11-03,8800,4650,10175,72900,2300,4130,9300,6375,9550,1390,2630,4510,975,39000,12400,31000,6825,825
2022-11-04,8775,4650,10150,72900,2360,4210,9275,6425,9650,1395,2630,4540,940,39000,12400,31275,6700,820
2022-11-07,8850,4690,10250,73300,2330,4280,9275,6500,9750,1385,2660,4620,930,39200,12400,31275,6800,815
2022-11-08,8750,4620,10150,72575,2320,4220,9250,6525,9750,1375,2690,4630,930,39900,12400,31175,6675,800
2022-11-09,8875,4650,10150,72325,2300,4190,9300,6550,9750,1375,2680,4540,930,39900,12400,31000,6550,805
2022-11-10,8800,4530,10100,72300,2310,4170,9275,6525,9725,1375,2600,4560,915,39900,12400,29400,6625,785
2022-11-11,8850,4650,10425,73100,2360,4150,9300,6450,9850,1375,2600,4540,915,39900,12400,29000,6750,800
2022-11-14,8750,4580,10250,73050,2370,4050,9100,6300,9750,1380,2640,4590,935,39900,12400,28700,6575,810
2022-11-15,8800,4580,10250,73500,2380,4050,9125,6225,9800,1375,2760,4610,935,39900,12400,28650,6550,835
2022-11-16,8600,4520,10000,75975,2370,4050,9100,6175,9775,1360,2840,4610,935,40000,12400,28750,6400,840
2022-11-17,8725,4670,9900,83975,2340,4040,9275,6300,9675,1360,2820,4590,940,40000,12400,28625,6300,830
2022-11-18,8825,4610,10175,86300,2380,4010,9200,6225,9650,1355,2830,4640,930,40000,12400,28800,6300,820
2022-11-21,8725,4590,10100,92000,2350,4030,9175,6325,9800,1360,2760,4550,925,40500,12400,28800,6300,825
2022-11-22,8900,4590,10125,92550,2340,4000,9250,6225,9650,1360,2750,4560,920,40500,11550,28950,6275,820
2022-11-23,8875,4670,10200,94500,2320,3970,9250,6200,9900,1380,2780,4550,920,39600,12300,29625,6225,810
2022-11-24,9000,4720,10225,93000,2340,4030,9275,6200,9800,1385,2830,4560,940,39800,12300,29975,6250,820
2022-11-25,8975,4750,10175,91450,2350,4030,9300,6175,9900,1370,2770,4600,965,39800,12400,29850,6050,820
2022-11-28,9025,4820,10125,93150,2350,3980,9275,6225,9975,1360,2860,4710,990,39800,12400,29750,5925,805
2022-11-29,8975,4850,10325,92350,2350,3980,9375,6050,9975,1330,2840,4700,985,39800,12400,30700,5925,810
2022-11-30,9300,4980,10525,93100,2390,4040,9900,6050,10100,1335,3090,4800,965,39800,12400,30800,5950,790
2022-12-01,9000,4940,10400,94500,2380,3960,9700,6175,10150,1325,2940,4710,990,39800,12400,30675,5850,795
2022-12-02,8900,4890,10525,11325,2380,4000,9750,6125,10200,1320,2950,4710,975,39800,12400,29225,5875,795
2022-12-05,8775,4890,10875,13575,2330,3840,9750,6025,10350,1310,2920,4740,960,39800,12400,28500,6000,790
2022-12-06,8675,4860,10900,14625,2340,3600,9550,5875,10350,1295,2910,4740,925,39800,12450,28100,5825,770
2022-12-07,8450,4760,10375,15225,2360,3680,9500,5725,10325,1270,2880,4700,950,39800,12450,28050,5775,760
2022-12-08,8500,4840,10050,14550,2340,3740,9500,5675,10200,1265,2680,4660,955,39800,12450,27300,5800,795
2022-12-09,8575,4800,9925,13550,2350,3650,9550,5675,10150,1230,2500,4620,940,39800,12450,26125,5750,775
2022-12-12,8700,4850,9950,13000,2420,3700,9525,5675,10400,1245,2550,4690,945,39800,12450,26875,5625,780
2022-12-13,8700,4970,9900,13175,2460,3750,9650,5825,10300,1295,2600,4720,955,39800,12450,26825,5500,765
2022-12-14,8625,4980,9950,13300,2470,3750,9525,5825,10325,1215,2590,4720,940,39800,12450,26850,5400,755
2022-12-15,8500,4910,9900,13175,2450,3670,9475,5800,10300,1210,2570,4700,945,39800,12450,26525,5375,760
2022-12-16,8600,4980,10100,13950,2500,3680,9800,5775,10425,1200,2560,4870,920,39800,12450,26550,5600,775
2022-12-19,8650,4970,10000,14150,2430,3720,9425,5700,10150,1120,2550,4730,935,39800,12450,26850,5700,755
2022-12-20,8575,4910,10050,16300,2430,3720,9450,5700,10300,1100,2570,4770,935,39800,12450,26650,5725,765
2022-12-21,8675,4890,10000,18450,2460,3790,9350,5700,10225,1150,2600,4780,940,39800,12450,26625,5700,770
2022-12-22,8575,4960,9950,18050,2470,3750,9425,5775,10125,1220,2600,4840,940,39800,12450,27000,6000,760
2022-12-23,8500,4880,9925,18575,2490,3780,9325,5675,10025,1215,2620,4820,935,39800,12450,26875,5975,780
2022-12-26,8575,4930,10050,20575,2490,3750,9325,5650,10150,1310,2650,4750,915,39800,11925,26400,6125,780
2022-12-27,8600,4870,9950,23400,2490,3810,9300,5675,10075,1280,2820,4810,895,39800,12425,26625,6100,780
2022-12-28,8650,4820,9975,21775,2490,3730,9225,5625,10175,1270,2680,4770,875,39800,12450,26175,6000,765
2022-12-29,8575,4870,9975,20725,2580,3780,9225,5650,10175,1290,2740,4760,850,39800,12450,26275,6025,765
2022-12-30,8550,4940,9925,21000,2570,3750,9225,5700,10000,1290,2650,4700,840,39800,12550,26075,6175,755
2023-01-02,8550,4870,9875,21250,2510,3800,9225,5700,10150,1285,2740,4620,825,39800,12550,25800,6025,765
2023-01-03,8550,4850,9950,21300,2470,3860,9275,5650,10175,1395,2770,4600,810,39800,12550,25900,6300,810
2023-01-04,8350,4770,10025,21125,2400,3820,9175,5675,10100,1385,2740,4640,805,38000,12550,24150,6250,795
2023-01-05,8250,4640,9825,19975,2350,3770,9000,5375,10225,1335,2810,4730,795,38000,12525,24675,6100,785
2023-01-06,8300,4620,9800,20575,2340,3710,8900,5450,10175,1390,2800,4760,840,38000,12150,24975,6125,820
2023-01-09,8450,4590,9725,20325,2350,3790,9000,5350,10200,1365,2740,4760,830,38000,12550,24700,5925,815
2023-01-10,8175,4430,9275,20650,2320,3830,8725,5325,10200,1325,2720,4690,830,38000,12550,24950,6100,820
2023-01-11,8125,4380,8950,20650,2360,3870,8500,5225,10525,1335,2670,4700,835,38000,12550,25075,6025,815
2023-01-12,8175,4500,9200,19925,2360,3860,8600,5350,10450,1330,2710,4760,825,38000,12550,24950,6000,805
2023-01-13,8050,4480,9175,20150,2350,3780,8675,5450,10450,1320,2760,4790,825,38000,12550,24150,6075,840
2023-01-16,8150,4520,9300,20100,2340,3850,8775,5600,10400,1330,2680,4770,825,38000,12550,24225,6050,840
2023-01-17,8325,4560,9750,19900,2380,3950,8925,5550,10350,1350,2720,4760,830,38000,12550,24325,6050,835
2023-01-18,8300,4600,9550,20075,2340,3930,8875,5650,10475,1350,2730,4800,825,38000,12550,24750,6050,850
2023-01-19,8325,4610,9750,20075,2360,3890,8950,5850,10500,1340,2750,4800,820,38000,12550,26250,6200,840
2023-01-20,8300,4650,9975,21675,2350,3870,9025,5900,10500,1385,2760,4810,825,38000,12550,26775,6125,835
2023-01-23,8300,4650,9975,21675,2350,3870,9025,5900,10500,1385,2760,4810,825,38000,12550,26775,6125,835
2023-01-24,8225,4620,9900,20975,2350,3850,9050,5925,10400,1375,2670,4830,855,38000,12550,26125,6050,835
2023-01-25,8200,4560,9700,20900,2360,3840,9075,5950,10425,1375,2660,4850,905,38000,12600,26050,5825,840
2023-01-26,8475,4590,9825,19975,2330,3970,9475,5900,10075,1420,2750,4800,980,38000,12600,25250,5975,845
2023-01-27,8700,4640,10025,20000,2350,3960,9550,5875,10000,1390,2790,4750,975,38000,12600,25575,6000,840
2023-01-30,8700,4610,9950,20025,2340,3960,9300,5875,10100,1380,2850,4760,945,38000,12600,25250,5975,855
2023-01-31,8475,4580,9950,20100,2310,3850,9150,6000,10100,1335,2830,4660,975,38000,12600,24550,6100,825
2023-02-01,8500,4680,9700,19875,2280,3870,9125,6000,10375,1345,2970,4630,1025,38000,12600,24725,6000,825
2023-02-02,8450,4600,9725,19900,2330,3890,9100,5925,10250,1350,2950,4730,1040,38000,12600,24100,5925,835
2023-02-03,8700,4750,9925,19000,2320,3880,9300,5875,10475,1360,2990,4690,1035,38000,12600,24000,6050,830
2023-02-06,8725,4740,9875,18750,2340,3880,9350,5850,10275,1315,2920,4730,1030,38000,12600,23925,6000,825
2023-02-07,8850,4750,10175,19400,2340,3800,9375,5875,10275,1330,2940,4860,1055,38000,12600,24900,5900,850
2023-02-08,8825,4790,10200,19175,2340,3840,9475,5800,10325,1335,2950,5025,1050,38000,12600,24800,5900,860
2023-02-09,8900,4810,10250,19225,2330,3770,9550,5675,10300,1315,2950,4920,1085,38000,12600,24500,5875,840
2023-02-10,8825,4860,10300,18850,2350,3800,9525,5700,10300,1325,2950,4580,1085,38000,12600,24500,5925,855
2023-02-13,8875,4800,10350,18900,2320,3790,9500,5725,10275,1365,2970,4520,1045,38000,12600,24625,6175,845
2023-02-14,8950,4870,10375,18900,2330,3800,9450,5725,10300,1390,3010,4560,1055,38000,12600,24750,6300,855
2023-02-15,8875,4870,10225,18750,2310,3790,9425,5675,10300,1610,3070,4550,1045,38000,12600,24875,6200,860
2023-02-16,8700,4870,10175,18775,2310,3770,9350,5700,10200,1625,2980,4520,1020,38050,12600,24650,6400,890
2023-02-17,8725,4880,10300,18575,2310,3760,9275,5675,10350,1715,2980,4510,1080,38050,12600,24625,6500,895
2023-02-20,8750,4880,10275,18300,2300,3820,9150,5600,10350,1705,3040,4540,1110,38050,12600,24300,6825,915
2023-02-21,8700,4820,10200,18475,2330,3840,9050,5575,10300,1700,3060,4500,1150,38050,12600,24000,6800,920
2023-02-22,8675,4760,10000,18575,2310,3860,8850,5625,10225,1585,3030,4480,1140,38050,12650,24325,6600,910
2023-02-23,8725,4800,10075,18700,2320,3970,8950,5650,10225,1625,2980,4400,1130,37750,12650,24700,6750,940
2023-02-24,8675,4760,10125,18800,2310,4040,8900,5750,10175,1630,2910,4350,1170,37750,12650,24950,6600,935
2023-02-27,8775,4810,10150,18975,2310,3960,8950,5800,10050,1520,2950,4300,1140,37500,12650,25175,6700,935
2023-02-28,8750,4670,10000,19200,2310,3880,8775,6100,10125,1520,2900,4180,1185,37500,12650,27900,6825,935
2023-03-01,8600,4720,10100,18750,2290,3930,8950,6150,9900,1595,2890,4150,1160,37500,12650,27575,6825,870
2023-03-02,8625,4780,10225,18925,2250,3880,8875,6150,9850,1565,2960,4150,1180,37500,12650,28325,6775,815
2023-03-03,8475,4760,10050,18950,2240,3900,8750,6050,9725,1565,2770,4060,1160,37500,12650,28125,6900,820
2023-03-06,8400,4790,10125,18800,2240,3880,8800,6075,9750,1565,2820,4170,1170,37500,12650,27650,7125,800
2023-03-07,8425,4840,10175,18600,2220,3880,8900,5950,9975,1595,2810,4080,1160,37500,12700,26825,6950,790
2023-03-08,8575,4840,10275,18575,2170,3940,8875,5925,9800,1555,2870,4100,1180,37500,12700,26400,7000,790
2023-03-09,8575,4810,10450,18675,2200,3970,9150,6025,9800,1595,2830,4100,1170,37500,12700,27025,7000,790
2023-03-10,8450,4820,10375,18650,2360,4010,9025,5975,9750,1565,2810,4110,1175,37500,12700,26825,7000,780
2023-03-13,8550,4830,10350,19550,2240,4070,9000,5925,9650,1580,2870,4160,1175,35975,12700,28075,7075,780
2023-03-14,8325,4710,9925,19200,2230,4020,8775,5775,9650,1515,2840,4210,1160,35975,12700,27100,6900,770
2023-03-15,8325,4700,10050,19200,2220,4010,8800,5775,9325,1520,2850,4100,1145,34800,12700,27250,7000,765
2023-03-16,8300,4730,9850,19100,2220,4050,8950,5850,9400,1580,2800,4070,1150,34800,12700,26925,6950,760
2023-03-17,8375,4900,10100,19725,2270,4050,9025,5850,9550,1630,2860,4160,1120,34800,12700,28450,7000,770
2023-03-20,8400,4880,10000,19350,2230,3990,9000,5875,9625,1565,2850,4160,1140,34800,12700,27700,6825,770
2023-03-21,8500,4900,10500,19400,2250,4120,9225,5875,9700,1580,2900,4200,1155,34800,12750,27475,6875,795
2023-03-22,8500,4900,10500,19400,2250,4120,9225,5875,9700,1580,2900,4200,1155,34800,12750,27475,6875,795
2023-03-23,8500,4900,10500,19400,2250,4120,9225,5875,9700,1580,2900,4200,1155,34800,12750,27475,6875,795
2023-03-24,8825,4770,10900,19450,2270,4070,9625,5950,9975,1610,2930,4270,1165,34800,12750,27675,7050,820
2023-03-27,8700,4740,10200,19275,2260,4050,9500,5875,9975,1610,2900,4290,1180,34800,12750,27800,7000,800
2023-03-28,8675,4770,10125,19400,2300,4050,9025,5850,10100,1630,2980,4300,1200,34800,12750,28575,6950,800
2023-03-29,8800,4810,10350,19900,2320,4100,9200,5950,9975,1700,2950,4360,1220,34725,12750,29125,6925,805
2023-03-30,8825,4750,10225,20750,2280,4090,9350,5900,9875,1640,2870,4260,1205,34750,12750,28975,6975,815
2023-03-31,8750,4730,10325,20775,2340,4060,9350,6000,9975,1680,2880,4350,1125,34750,12750,29100,6950,825
2023-04-03,8800,4800,10525,20900,2320,4080,9350,6000,9975,1695,2920,4290,1050,34750,12750,28850,6825,815
2023-04-04,8775,4820,5200,21500,2280,4060,9350,6025,10200,1670,2870,4290,1030,34750,12750,29625,6825,790
2023-04-05,8725,4830,5225,21650,2290,4150,9325,6000,10125,1750,2800,4250,1025,34750,12750,29800,6825,775
2023-04-06,8750,4840,5175,21500,2290,4250,9375,5925,10075,1810,2700,4250,1035,34750,12800,29800,6750,775
2023-04-07,8750,4840,5175,21500,2290,4250,9375,5925,10075,1810,2700,4250,1035,34750,12800,29800,6750,775
2023-04-10,8800,4860,5100,21500,2250,4300,9325,5975,10075,1805,2810,4290,1040,34750,12800,30200,6625,765
2023-04-11,8825,4880,5100,21500,2230,4300,9375,6075,10200,1780,2810,4200,1035,34500,12800,30400,6700,790
2023-04-12,8900,4930,5150,20800,2230,4310,9350,6250,10050,1775,2800,4190,1015,34500,12800,31250,6700,780
2023-04-13,8925,4980,5125,20100,2230,4340,9375,6250,10250,1720,2740,4100,1020,34500,12800,31050,6600,805
2023-04-14,9000,5075,5225,20150,2230,4340,9400,6200,10250,1785,2750,4150,1020,34250,12800,30225,6600,805
2023-04-17,9025,4990,5125,20500,2290,4270,9450,6225,10225,1735,2720,4130,1000,34000,12800,30500,6650,815
2023-04-18,9125,4950,5175,20800,2280,4270,9475,6425,10200,1730,2720,4090,1010,34000,12800,31075,6700,800
2023-04-19,9125,4950,5175,20800,2280,4270,9475,6425,10200,1730,2720,4090,1010,34000,12800,31075,6700,800
2023-04-20,9125,4950,5175,20800,2280,4270,9475,6425,10200,1730,2720,4090,1010,34000,12800,31075,6700,800
2023-04-21,9125,4950,5175,20800,2280,4270,9475,6425,10200,1730,2720,4090,1010,34000,12800,31075,6700,800
2023-04-24,9125,4950,5175,20800,2280,4270,9475,6425,10200,1730,2720,4090,1010,34000,12800,31075,6700,800
2023-04-25,9125,4950,5175,20800,2280,4270,9475,6425,10200,1730,2720,4090,1010,34000,12800,31075,6700,800
2023-04-26,9200,5025,5200,21350,2330,4400,9575,6700,10200,1705,2910,4100,1015,33950,12800,31400,6600,820
2023-04-27,9150,5150,5200,22950,2300,4320,9500,6700,10250,1675,2840,4400,1025,33950,12800,31075,6800,830
2023-04-28,9050,5100,5175,21500,2360,4250,9425,6750,10575,1730,2900,4400,1015,33950,12800,28900,7000,835
2023-05-01,9050,5100,5175,21500,2360,4250,9425,6750,10575,1730,2900,4400,1015,33950,12800,28900,7000,835
2023-05-02,9050,5150,5250,21225,2360,4190,9550,6675,10400,1685,2910,4400,1015,33950,12800,26900,7350,830
2023-05-03,8925,5100,5225,20800,2310,4150,9475,6625,10750,1715,3000,4400,1020,36500,12800,25025,7450,820
2023-05-04,9000,5150,5175,21200,2310,4150,9300,6600,10800,1750,3020,4450,1020,37200,12800,24500,7550,810
2023-05-05,9000,5225,5175,20675,2270,4170,9250,6150,10875,1750,2970,4490,1000,37200,12800,24150,7550,820
2023-05-08,9000,5100,5125,20675,2270,4060,9150,6125,11025,1755,2960,4470,1015,37200,12800,25000,7750,820
2023-05-09,8925,5125,5050,20350,2250,4070,9125,6325,11000,1750,2950,4390,1005,37200,12800,25275,7725,815
2023-05-10,8925,5150,5075,20400,2280,4130,9200,6325,10900,1795,2920,4500,1000,37200,12800,25275,7725,825
2023-05-11,8825,5150,5100,19900,2240,4090,9150,6250,10975,1755,2880,4430,975,37200,12800,24825,7600,825
2023-05-12,8800,5150,5000,19425,2220,3980,9000,6225,10875,1810,2940,4400,960,37200,12800,24800,7800,805
2023-05-15,8775,5150,5050,18875,2270,3980,8900,6350,11000,1720,2940,4500,995,37200,12800,24500,7675,800
2023-05-16,8700,5200,4990,19150,2220,3980,8750,6275,11000,1600,2940,4510,985,37200,12800,24450,7425,790
2023-05-17,8775,5200,5000,18900,2260,3990,8750,6325,11000,1600,2930,4460,985,37200,12800,24025,7600,805
2023-05-18,8775,5200,5000,18900,2260,3990,8750,6325,11000,1600,2930,4460,985,37200,12800,24025,7600,805
2023-05-19,9000,5400,5075,18900,2190,4020,8825,6475,10950,1710,2900,4430,980,37200,12800,23300,7800,795
2023-05-22,9000,5425,5225,18975,2140,4040,8850,6600,11000,1695,2880,4420,995,37300,12800,23875,7650,800
2023-05-23,9125,5500,5125,19100,2100,4040,8950,6600,11175,1670,2860,4450,1005,37300,12800,24500,7650,780
2023-05-24,9025,5600,5075,19025,2130,4160,8825,6675,11200,1680,2810,4410,995,37300,12800,24600,7925,795
2023-05-25,9050,5475,5175,18900,2110,4120,9000,6600,11200,1700,2720,4410,995,37300,12800,23500,7775,785
2023-05-26,9150,5600,5125,18150,2100,4130,8950,6600,11200,1735,2740,4380,995,37300,12800,23075,7850,775
2023-05-29,9150,5550,5150,17275,2160,4200,9050,6600,11175,1765,2740,4550,985,37300,12800,22875,8025,775
2023-05-30,9250,5500,5150,16075,2150,4120,9025,6500,11200,1740,2670,4540,990,37300,12800,22500,8200,765
2023-05-31,9050,5575,5050,15000,2140,4040,9050,6450,11700,1730,2640,4530,980,37300,12800,22225,8300,760
2023-06-01,9050,5575,5050,15000,2140,4040,9050,6450,11700,1730,2640,4530,980,37300,12800,22225,8300,760
2023-06-02,9050,5575,5050,15000,2140,4040,9050,6450,11700,1730,2640,4530,980,37300,12800,22225,8300,760
2023-06-05,9200,5425,5075,14725,2040,4080,9000,6825,11550,1735,2720,4500,995,37300,12800,22850,8350,730
2023-06-06,9150,5450,5050,13400,2050,4090,9200,6800,11300,1695,2680,4460,995,37300,12800,23200,8500,720
2023-06-07,9100,5400,5025,13400,2070,4150,9150,6800,11300,1710,2680,4570,985,37300,12800,22850,8775,730
2023-06-08,9125,5475,5025,13575,2030,4170,9200,6775,11300,1685,2740,4600,995,37300,12800,23325,8700,725
2023-06-09,9100,5425,5125,14200,2050,4150,9225,6800,11375,1680,2700,4550,1020,37300,12800,23075,8700,710
2023-06-12,9150,5400,5100,15750,2060,4050,9300,6775,11300,1665,2730,4610,1015,37300,12800,23525,8650,740
2023-06-13,9150,5550,5100,16100,2070,4030,9125,6750,11250,1660,2740,4510,995,37300,12800,22975,8700,735
2023-06-14,9075,5550,5050,15700,2080,4000,8975,6900,11300,1670,2700,4440,980,37300,12800,22975,8750,745
2023-06-15,9050,5525,5125,15850,2070,4020,9100,6875,11325,1680,2650,4520,990,37300,12800,23150,9000,750
2023-06-16,9050,5550,5150,15325,2070,3970,9025,6850,11200,1670,2580,4390,985,37300,12800,22900,9100,770
2023-06-19,9000,5525,5125,15250,2070,3960,9050,6875,11250,1650,2600,4380,995,37300,12800,23150,8375,770
2023-06-20,9050,5550,5100,15125,2080,3990,9075,6800,11200,1645,2580,4300,955,37300,12800,23125,8550,760
2023-06-21,9125,5575,5100,15200,2100,3980,9100,6925,11325,1640,2590,4360,950,37300,12800,23350,8850,740
2023-06-22,9050,5475,5075,15225,2080,3940,9050,6775,11175,1690,2590,4250,940,38000,12800,23525,8600,730
2023-06-23,9050,5400,5075,15400,2080,3950,9025,6775,11175,1680,2610,4270,935,38000,12800,23375,8700,740
2023-06-26,9075,5450,5125,16000,2070,3990,9125,6800,11325,1665,2600,4230,940,38000,12800,23275,8775,740
2023-06-27,9150,5425,5200,15500,2100,4000,9150,6775,11325,1690,2580,4260,945,38800,12800,23275,8625,745
2023-06-28,9150,5425,5200,15500,2100,4000,9150,6775,11325,1690,2580,4260,945,38800,12800,23275,8625,745
2023-06-29,9150,5425,5200,15500,2100,4000,9150,6775,11325,1690,2580,4260,945,38800,12800,23275,8625,745
2023-06-30,9150,5425,5200,15500,2100,4000,9150,6775,11325,1690,2580,4260,945,38800,12800,23275,8625,745
2023-07-03,9075,5475,5350,15650,2150,4000,9225,6825,11575,1690,2590,4310,945,41000,12800,23050,8825,750
2023-07-04,9050,5450,5250,15475,2080,3970,9100,6775,11475,1790,2600,4330,955,41000,12800,23100,8975,760
2023-07-05,9050,5450,5275,15500,2100,3980,9150,6775,11450,1750,2620,4310,945,41000,12800,23700,8975,760
2023-07-06,9075,5425,5300,16000,2070,3960,9100,6800,11400,1710,2740,4250,945,41000,12800,24050,9050,760
2023-07-07,9025,5375,5150,16175,2090,3960,9075,6825,11275,1735,2680,4240,940,42700,12800,23750,9075,760
2023-07-10,9050,5400,5175,16350,2070,3950,9050,6775,11325,1715,2710,4250,945,42700,12800,24100,8975,755
2023-07-11,9025,5425,5275,17700,2070,3980,8975,6800,11525,1715,2770,4250,980,42500,12800,24475,8875,765
2023-07-12,9175,5450,5300,17500,2050,3980,8950,6775,11650,1740,2780,4210,970,42500,12850,24000,9000,770
2023-07-13,9125,5450,5350,18000,2080,3920,8900,6800,11700,1705,2780,4250,950,42500,12850,24150,8900,770
2023-07-14,9200,5525,5400,18800,2040,3930,8925,6750,11775,1695,2770,4250,955,42500,12850,24150,9075,770
2023-07-17,9175,5575,5375,18700,2090,3910,8950,6675,11650,1680,2770,4270,940,43200,12850,24225,8975,770
2023-07-18,9150,5625,5350,18600,2050,3850,8900,6575,11750,1670,2750,4270,940,43200,12850,24250,8875,775
2023-07-19,9150,5625,5350,18600,2050,3850,8900,6575,11750,1670,2750,4270,940,43200,12850,24250,8875,775
2023-07-20,9150,5625,5525,18700,2040,3850,9050,6525,11475,1675,2800,4220,920,44000,12900,24375,8975,770
2023-07-21,9150,5625,5550,18725,2040,3860,9050,6450,11500,1690,2870,4290,975,44000,12850,24500,8975,775
2023-07-24,9100,5600,5500,19650,2060,3900,9025,6550,11525,1690,2840,4290,985,44000,12900,25400,8925,770
2023-07-25,9150,5650,5550,20800,2040,3880,9025,6500,11225,1665,2810,4050,970,44000,12900,25400,8550,770
2023-07-26,9350,5675,5575,20975,2060,3880,8950,6600,11175,1665,2830,3970,965,45000,12900,26400,8600,765
2023-07-27,9225,5650,5625,20700,2070,3720,8900,6525,11175,1660,2750,3840,920,45000,12900,26375,8750,755
2023-07-28,9125,5700,5700,19825,2090,3720,8875,6625,11200,1650,2730,3870,910,45000,12900,26650,8950,765
2023-07-31,9125,5650,5725,19850,2120,3720,8875,6850,11200,1655,2700,3850,910,45000,13000,27525,9200,775
2023-08-01,9125,5700,5650,19400,2090,3750,8675,6875,11075,1645,2860,3770,895,46000,13000,27525,9200,790
2023-08-02,9200,5700,5700,18650,2060,3690,8875,6850,11175,1605,2880,3690,890,49000,12900,26725,8975,775
2023-08-03,9250,5700,5800,18300,2070,3720,8950,6825,11200,1600,2880,3770,915,51025,12900,27150,8975,795
2023-08-04,9150,5575,5775,17650,2080,3690,9000,6800,11250,1610,2820,3740,910,56025,12900,27325,8825,780
2023-08-07,9275,5700,5875,17375,2060,3680,9000,6875,11125,1665,2780,3720,905,55000,12900,27425,8700,790
2023-08-08,9200,5625,5900,17425,2070,3730,8925,6850,11150,1670,2780,3750,900,54525,12900,27525,9000,785
2023-08-09,9400,5700,5900,17450,2070,3770,9075,6875,11100,1675,2850,3720,890,54525,12900,27750,9350,785
2023-08-10,9400,5700,5975,18075,2090,3800,9100,6750,11450,1660,2780,3680,880,54525,12900,27600,9300,780
2023-08-11,9400,5650,5925,17750,2150,3810,9100,6750,11475,1645,2830,3700,885,54525,12900,27100,9250,855
2023-08-14,9350,5650,5950,17575,2170,3830,9200,6800,11400,1685,2890,3730,890,54525,12900,27450,9225,910
2023-08-15,9300,5575,5800,17750,2140,3820,9100,6725,11475,1725,2910,3730,885,53000,12900,27375,9600,930
2023-08-16,9300,5525,5800,17750,2170,3830,9100,6750,11675,1705,2940,3730,900,51500,12900,27500,9750,915
2023-08-17,9300,5525,5800,17750,2170,3830,9100,6750,11675,1705,2940,3730,900,51500,12900,27500,9750,915
2023-08-18,9250,5575,5775,17800,2150,3760,9050,6525,11700,1710,2900,3690,885,48000,12900,26800,9725,895
2023-08-21,9175,5500,5825,18575,2160,3740,9125,6475,11675,1700,2990,3710,880,51000,12900,27075,9650,875
2023-08-22,9300,5575,5950,18575,2120,3750,9100,6550,11525,1670,2910,3710,880,51000,12900,27600,9850,890
2023-08-23,9300,5600,5850,18800,2150,3740,9075,6550,11500,1685,2930,3750,880,51200,12900,27875,9875,895
2023-08-24,9200,5550,5950,18800,2200,3720,9125,6475,11350,1680,2890,3720,880,51200,12900,26700,9750,1000
2023-08-25,9275,5600,5900,18600,2160,3720,9100,6450,11425,1685,2890,3760,875,51000,12900,26050,9750,1030
2023-08-28,9200,5550,6000,18775,2160,3700,9100,6425,11300,1695,2870,3780,865,51300,12900,26400,9650,1110
2023-08-29,9250,5600,5950,18800,2180,3720,9150,6400,11375,1685,2900,3760,880,50500,12900,26350,9625,1125
